Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
051-827-235-040-943,ICST Workshops - Generation of C++ Unit Tests from Abstract State Machines Specifications,,2018,conference proceedings article,"2018 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",,IEEE,,Silvia Bonfanti; Angelo Gargantini; Atif Mashkoor,"According to best practices of model-driven engineering, the implementation of a system should be obtained from its model through a systematic model-to-code transformation. Following the same approach, model-based testing suggests deriving also (unit) tests from abstract models. Previously, we have presented Asm2C++ – a tool that translates Abstract State Machines (ASMs) to C++ code. In this paper, we extend the Asm2C++ tool such that it can now automatically produce unit tests for the generated code. Abstract test sequences, either generated randomly or through model checking, are translated to concrete C++ unit tests using the BOOST library. We also present some experiments that prove the feasibility of the proposed approach.",,,185,193,Model checking; Formal verification; Algorithm; Formal specification; Code generation; Abstract state machines; Unit testing; Model-based testing; Finite-state machine; Computer science,,,,,https://ieeexplore.ieee.org/document/8411752/,http://dx.doi.org/10.1109/icstw.2018.00049,,10.1109/icstw.2018.00049,2883091815,,0,012-602-715-464-540; 015-094-671-158-47X; 021-003-498-716-896; 030-611-729-748-058; 036-130-582-494-612; 046-838-597-306-588; 047-299-736-589-511; 051-415-616-027-784; 064-742-446-621-130; 067-459-564-625-04X; 069-634-647-471-953; 071-241-730-500-385; 082-129-618-635-49X; 094-370-227-985-915; 094-497-106-858-918; 096-640-174-420-83X; 097-563-252-167-789; 103-285-966-249-936; 111-028-991-050-921; 113-330-233-645-723; 120-585-158-589-503; 122-512-813-599-624; 123-082-630-503-713; 125-852-348-547-537; 128-703-882-923-280; 131-831-837-346-634; 145-541-357-076-914; 148-940-107-249-605; 154-550-982-498-232; 171-140-957-405-705; 178-809-484-342-236; 181-401-889-710-788; 185-030-342-828-753; 186-076-165-513-653; 189-521-689-083-502; 198-503-461-552-189,13,false,,
052-106-375-496-682,Completeness of ASM Refinement,,2008,journal article,Electronic Notes in Theoretical Computer Science,15710661,Elsevier BV,Netherlands,Gerhard Schellhorn,"ASM refinements are verified using generalized forward simulations which allow to refine m abstract operations to n concrete operations with arbitrary m and n. One main difference to data refinement is that ASM refinement considers infinite runs and termination. Since backward simulation does not preserve termination in general, the standard technique of adding history information to the concrete level is not applicable. The powerset construction also adds infinite runs and is therefore not applicable too. This paper shows that a completeness proof is nevertheless possible by adding infinite prophecy information, effectively moving nondetermism to the initial state. Adding such prophecy information can be done on the semantic level, but also by a simple syntactic transformation that removes the choose construct of ASMs. The completeness proof is also ported to give a completeness proof for IO automata.",214,,25,49,Automaton; Transformation (function); Algorithm; Abstract state machines; Completeness (order theory); Simple (abstract algebra); Construct (python library); Computer science; State (computer science),refinement; completeness; abstract state machines; IO automata,,,,https://dblp.uni-trier.de/db/journals/entcs/entcs214.html#Schellhorn08 https://www.sciencedirect.com/science/article/pii/S1571066108003460 https://core.ac.uk/display/81202349 https://core.ac.uk/download/pdf/81202349.pdf,http://dx.doi.org/10.1016/j.entcs.2008.06.003,,10.1016/j.entcs.2008.06.003,2095211351,,0,006-558-580-892-106; 008-703-172-083-503; 015-203-426-052-778; 017-436-380-476-259; 019-070-364-259-296; 019-156-753-656-102; 022-955-585-690-019; 025-983-520-104-880; 026-909-635-119-83X; 036-655-680-064-79X; 040-216-749-039-446; 041-849-666-426-519; 043-306-130-978-579; 046-323-920-158-771; 053-079-247-067-977; 056-487-414-753-82X; 062-813-380-338-385; 065-369-456-390-413; 071-435-929-155-510; 080-491-897-850-043; 083-187-716-670-274; 084-392-463-031-27X; 084-706-046-661-106; 085-295-759-056-62X; 102-345-925-433-986; 105-620-622-527-144; 118-896-053-772-586; 118-958-950-945-388; 120-344-022-077-245; 126-650-758-092-281; 141-490-359-931-352; 142-653-298-375-689; 154-000-910-997-626; 157-311-554-599-521; 161-215-557-312-826; 176-197-240-615-472; 183-377-981-512-798; 184-044-966-704-362; 185-832-320-961-662; 189-521-689-083-502,11,true,,gold
052-600-461-016-757,CSL - Communicating Evolving Algebras,,1993,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Paola Glavan; Dean Rosenzweig,"We develop the first steps of a theory of concurrency within the framework of evolving algebras of Gurevich, with the aim of investigating its suitability for the role of a general framework for modeling concurrent computation. As a basic tool we introduce a ‘modal’ logic of transition rules and runs, which is, in the context of evolving algebras, just a definitional extension of ordinary first order logic. A notion of independence of rules and runs enables us to introduce a notion of (and notation for) concurrent runs, on which a logical theory of (‘true’) concurrency may be based. The notion of concurrent run also has (but does not depend on) an interleaving interpretation. Some basic constructs (concurrent composition, addition of guards and updates) and some derived constructs (internal and external choice, sequential composition) on evolving algebras are introduced and investigated. The power of the framework is demonstrated by developing simple and transparent evolving algebra models for the Chemical Abstract Machine of Berry and Boudol and for the π-calculus of Milner. Their respective notions of parallelism map directly and faithfully to native concurrency of evolving algebras.",,,182,215,First-order logic; Discrete mathematics; Computational logic; Dynamic logic (modal logic); Modal μ-calculus; Concurrency; Interior algebra; Multimodal logic; Mathematics; Linear temporal logic; Theoretical computer science,,,,,https://link.springer.com/chapter/10.1007%2F3-540-56992-8_13 https://dblp.uni-trier.de/db/conf/csl/csl92.html#GlavanR92 https://doi.org/10.1007/3-540-56992-8_13 https://core.ac.uk/display/23268301 https://rd.springer.com/chapter/10.1007/3-540-56992-8_13,http://dx.doi.org/10.1007/3-540-56992-8_13,,10.1007/3-540-56992-8_13,1503754652,,0,009-175-578-084-557; 015-964-147-887-074; 018-689-712-347-616; 055-832-141-101-145; 059-367-156-907-824; 061-894-295-420-641; 066-917-332-730-659; 071-499-992-964-807; 073-039-171-325-771; 086-879-408-382-912; 114-591-247-923-343; 131-199-931-529-377; 132-920-378-615-866; 135-825-815-246-020; 147-500-061-251-762; 179-537-609-486-445,27,false,,
052-782-417-414-715,Abstract State Machines - Abstract State Machines at the Cusp of the Millenium,,2000,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Egon Börger,The ASM'2000 Workshop marks for the ASM method the transition from its adolescence to the maturation period. The goals which have been achieved open new frontiers and put us into the position to embark on new challenges.,,,1,8,Abstract state machines; Artificial intelligence; Cusp (singularity); Computer science; Engineering ethics,,,,,https://rd.springer.com/chapter/10.1007%2F3-540-44518-8_1 https://dblp.uni-trier.de/db/conf/asm/asm2000.html#Borger00 https://link.springer.com/chapter/10.1007/3-540-44518-8_1 https://www.di.unipi.it/~boerger/Papers/Methodology/asm2000intro.pdf http://www.di.unipi.it/~boerger/Papers/Methodology/asm2000intro.pdf https://core.ac.uk/display/80218299,http://dx.doi.org/10.1007/3-540-44518-8_1,,10.1007/3-540-44518-8_1,1515835590,,0,000-427-107-788-225; 005-302-953-693-631; 010-999-872-320-79X; 030-266-627-017-428; 030-281-777-212-70X; 034-400-132-510-675; 040-108-310-040-813; 041-863-663-936-741; 050-309-871-652-59X; 052-881-863-998-312; 071-241-730-500-385; 073-111-177-402-911; 090-876-580-086-374; 096-701-121-721-360; 100-638-520-723-965; 105-620-622-527-144; 112-323-824-635-381; 114-591-247-923-343; 119-880-607-450-862; 135-825-815-246-020; 145-506-276-588-893; 147-500-061-251-762; 184-044-966-704-362; 199-166-900-005-729,5,true,,green
052-914-196-290-406,A Lean Reflective Abstract State Machine Definition,2024-06-21,2024,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Nature Switzerland,Germany,Egon Börger; Vincenzo Gervasi,,,,99,104,Computer science; State (computer science); Lean manufacturing; Abstract state machines; Engineering drawing; Industrial engineering; Programming language; Finite-state machine; Manufacturing engineering; Engineering,,,,,,http://dx.doi.org/10.1007/978-3-031-63790-2_6,,10.1007/978-3-031-63790-2_6,,,0,034-400-132-510-675; 063-802-130-999-968; 113-934-294-904-255,0,false,,
053-018-661-894-59X,A Guarded Fragment for Abstract State Machines,,2005,journal article,"Journal of Logic, Language and Information",09258531; 15729583,Springer Science and Business Media LLC,Netherlands,Antje Nowack,"Abstract State Machines (ASMs) provide a formal method for transparent design and specification of complex dynamic systems. They combine advantages of informal and formal methods. Applications of this method motivate a number of computability and decidability problems connected to ASMs. Such problems result for example from the area of verifying properties of ASMs. Their high expressive power leads rather directly to undecidability respectively uncomputability results for most interesting problems in the case of unrestricted ASMs. Consequently, it is rather natural to ask whether there exist expressive classes of ASMs for which we can prove positive decidability and computability results. In this work, we introduce such a class of ASMs. The concept is similar to the one of the guarded fragment of first-order logic. We analyze the expressive power of this class and prove that it is stronger than Datalog LITE and the guarded fragment of first-order fixed point logic. Some decidability and computability results have been proven in earlier works.",14,3,345,368,Discrete mathematics; Class (set theory); Abstract state machines; Datalog; Computability; Decidability; Semantics (computer science); Fragment (logic); Mathematics; Formal methods; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/journals/jolli/jolli14.html#Nowack05 https://link.springer.com/content/pdf/10.1007/s10849-005-5790-2.pdf https://link.springer.com/article/10.1007%2Fs10849-005-5790-2 https://philpapers.org/rec/NOWAGF,http://dx.doi.org/10.1007/s10849-005-5790-2,,10.1007/s10849-005-5790-2,1992490294,,0,025-803-420-641-004; 026-843-696-112-034; 029-979-406-606-477; 030-281-777-212-70X; 034-400-132-510-675; 036-185-077-109-451; 041-863-663-936-741; 048-523-071-082-504; 050-309-871-652-59X; 059-553-350-068-285; 065-277-702-489-526; 079-121-295-721-590; 079-932-533-401-672; 092-195-924-604-606; 105-620-622-527-144; 139-330-264-873-706; 139-490-676-623-618; 195-635-564-405-355,2,false,,
053-350-946-774-65X,Abstract State Machines - On Implementations of Instantaneous Actions Real-Time ASM by ASM with Delays.,,2005,book,,,,,Anatol Slissenko; Joelle Cohen,,,,387,396,Computer engineering; Computer graphics (images); Implementation; Computer science,,,,,http://dblp.uni-trier.de/db/conf/asm/asm2005.html#SlissenkoC05 https://dblp.uni-trier.de/db/conf/asm/asm2005.html#SlissenkoC05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#SlissenkoC05,,,84341807,,0,006-555-745-475-703,3,false,,
054-498-016-878-652,Abstract State Machines - Using ASM specifications for compiler testing,2003-03-14,2003,book,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Alexey Kalinov; Alexandre K Kossatchev; Alexander K. Petrenko; Mikhail Posypkin; Vladimir Shishkov,Developing an adequate set of tests also called a test suite is an important part of software development process. We faced this problem while working on mpC parallel programming language compiler. The general task was to develop a test suite for checking whether the particular compiler implementation correctly processes the programming language.,,,415,415,Programming language specification; Test suite; Compiler; Programming language; Functional compiler; Computer science; First-generation programming language; Compiler correctness; Dynamic compilation; Compiler construction,,,,,https://rd.springer.com/chapter/10.1007/3-540-36498-6_29 http://core.ac.uk/display/21021138 https://link.springer.com/chapter/10.1007%2F3-540-36498-6_29 https://link.springer.com/content/pdf/10.1007%2F3-540-36498-6_29.pdf https://dblp.uni-trier.de/db/conf/asm/asm2003.html#KalinovKPPS03,http://dx.doi.org/10.1007/3-540-36498-6_29,,10.1007/3-540-36498-6_29,1524949966,,0,,14,false,,
054-538-396-340-232,SAM - Relativity and abstract state machines,,2013,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Edel Sherratt,"The Abstract State Machine (ASM) formalism has proved an effective and durable foundation for the formal semantics of SDL. The distributed ASMs that underpin the SDL semantics are defined in terms of agents that execute ASM programs concurrently, acting on partial views of a global state. The discrete identities of successive global states are ensured by allowing input from the external world only between steps, and by having all agents refer to an external global time. But distributed systems comprising independent agents do not have a natural global time. Nor do they have natural global states. This paper takes well-known concepts from relativity and applies them to ASMs. The spacetime in which an ASM exists and moves is defined, and some properties that must be preserved by transformations of the frame of reference of an ASM are identified. Practical implications of this approach are explored through reservation and web service examples.",,,105,120,Spacetime; Abstract state machines; Theory of relativity; Programming language; Reservation; Global time; Practical implications; Web service; Computer science; Frame of reference; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/conf/sam/sam2012.html#Sherratt12 https://dl.acm.org/doi/10.1007/978-3-642-36757-1_7 https://link.springer.com/chapter/10.1007%2F978-3-642-36757-1_7 https://link.springer.com/10.1007/978-3-642-36757-1_7 https://rd.springer.com/chapter/10.1007/978-3-642-36757-1_7,http://dx.doi.org/10.1007/978-3-642-36757-1_7,,10.1007/978-3-642-36757-1_7,1607441964,,0,005-919-900-156-170; 016-799-163-937-887; 022-955-585-690-019; 024-439-760-568-187; 059-804-639-548-953; 071-908-704-083-293; 079-933-863-590-861; 092-195-924-604-606; 101-704-045-813-337; 105-620-622-527-144; 111-567-034-049-446; 113-740-395-634-754; 133-375-412-244-057; 139-330-264-873-706; 159-279-984-641-596; 189-521-689-083-502,1,false,,
054-890-739-713-647,ABZ - Test generation for sequential nets of abstract state machines,,2012,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Paolo Arcaini; Francesco Bolis; Angelo Gargantini,"Test generation techniques based on model checking suffer from the state space explosion problem. However, for a family of systems that can be easily decomposed in sub-systems, we devise a technique to cope with this problem. To model such systems, we introduce the notion of sequential net of Abstract State Machines (ASMs), which represents a system constituted by a set of ASMs such that only one ASM is active at every time. Given a net of ASMs, we first generate a test suite for every ASM in the net, then we combine the tests in order to obtain a test suite for the entire system. We prove that, under some assumptions, the technique preserves coverage of the entire system. We test our approach on a benchmark and we report a web application example for which we are able to generate complete test suites.",7316,,36,50,Model checking; Algorithm; Web application; Benchmark (computing); Abstract state machines; Test suite; Set (abstract data type); Net (mathematics); Computer science; State space,,,,,https://link.springer.com/content/pdf/10.1007%2F978-3-642-30885-7_3.pdf https://air.unimi.it/bitstream/2434/209132/2/testSeqMachinesasm12_cameraReady.pdf https://rd.springer.com/chapter/10.1007%2F978-3-642-30885-7_3 https://dblp.uni-trier.de/db/conf/asm/abz2012.html#ArcainiBG12 https://link.springer.com/chapter/10.1007%2F978-3-642-30885-7_3 https://cs.unibg.it/gargantini/research/papers/testSeqMachinesABZ12.pdf https://aisberg.unibg.it/handle/10446/27243 https://core.ac.uk/display/22194359 https://core.ac.uk/download/187901157.pdf,http://dx.doi.org/10.1007/978-3-642-30885-7_3,,10.1007/978-3-642-30885-7_3,189987711,,0,004-165-410-572-804; 006-244-045-917-365; 018-408-105-437-771; 021-003-498-716-896; 034-099-892-995-61X; 044-078-481-254-665; 047-299-736-589-511; 083-083-948-326-126; 088-034-630-494-534; 100-710-024-631-053; 107-735-608-364-425; 139-330-264-873-706; 141-846-087-428-28X; 146-579-344-003-185; 147-436-309-880-519; 155-304-026-125-99X; 170-042-235-963-558; 189-521-689-083-502,7,true,,green
055-098-771-769-402,MEDI - Extracting High-Level System Specifications from Source Code via Abstract State Machines,2019-10-21,2019,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Flavio Ferrarotti; Josef Pichler; Michael Moser; Georg Buchgeher,"We are interested in specifications which provide a consistent high-level view of systems. They should abstract irrelevant details and provide a precise and complete description of the behaviour of the system. This view of software specification can naturally be expressed by means of Gurevich’s Abstract State Machines (ASMs). There are many known benefits of such an approach to system specifications for software engineering and testing. In practice however, such specifications are rarely generated and/or maintained during software development. Addressing this problem, we present an exploratory study on (semi) automated extraction of high-level software specifications by means of ASMs. We describe, in the form of examples, an abstraction process which starts by extracting an initial ground-level ASM specification from Java source code (with the same core functionality), and ends in a high-level ASM specification at the desired level of abstraction. We argue that this process can be done in a (semi) automated way, resulting in a valuable tool to improve the current software engineering practices.",,,267,283,Software requirements specification; Abstract state machines; Programming language; Software; Java source code; Computer science; Process (engineering); Source code; Abstraction (linguistics); Software development,,,,,https://link.springer.com/chapter/10.1007%2F978-3-030-32065-2_19 https://rd.springer.com/chapter/10.1007/978-3-030-32065-2_19 https://dblp.uni-trier.de/db/conf/medi/medi2019.html#FerrarottiPMB19,http://dx.doi.org/10.1007/978-3-030-32065-2_19,,10.1007/978-3-030-32065-2_19,2981573717,,0,034-400-132-510-675; 038-070-583-690-35X; 040-160-680-572-188; 048-320-513-860-722; 050-578-715-624-648; 058-974-031-275-841; 060-733-812-776-088; 065-277-702-489-526; 069-594-325-063-216; 070-970-525-733-001; 072-130-201-850-819; 087-778-117-287-628; 092-195-924-604-606; 094-728-128-773-013; 101-704-045-813-337; 105-107-714-380-808; 106-871-695-200-890; 111-662-341-262-760; 113-740-395-634-754; 122-718-296-825-040; 130-774-253-656-255; 135-927-047-208-87X; 136-041-173-907-077; 139-330-264-873-706; 158-403-173-954-58X; 189-521-689-083-502,1,false,,
055-572-533-018-262,Abstract State Machines - A Security Logic for Abstract State Machines,,2004,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Stanislas Nanchen; Robert F. Stärk,We extend the logic for Abstract State Machines by a read predicate that allows to make precise statements about the accesses of locations of an ASM. The logic can be used to prove security properties of ASMs like that the machine does not read locations containing critical information or that all accesses of the machine are in a well-defined region of the abstract memory. The new read predicate is also useful for proving refinements of parallel ASMs to sequential C-like programs. The logic is complete for hierarchical ASMs and still sound for turbo ASMs. It is integrated in the ASMKeY theorem prover.,,,169,185,Predicate (mathematical logic); Abstract state machines; Automated theorem proving; Proof theory; Predicate (grammar); Computer science; Theoretical computer science; Abstract machine,,,,,https://link.springer.com/chapter/10.1007/978-3-540-24773-9_13 https://dblp.uni-trier.de/db/conf/asm/asm2004.html#NanchenS04,http://dx.doi.org/10.1007/978-3-540-24773-9_13,,10.1007/978-3-540-24773-9_13,1532737022,,0,006-558-580-892-106; 008-638-531-729-145; 016-347-557-587-544; 028-123-482-947-439; 028-506-345-827-164; 033-685-119-299-460; 034-400-132-510-675; 047-716-841-284-351; 050-035-003-144-688; 057-334-826-266-517; 063-233-629-815-382; 075-867-333-727-447; 078-466-392-576-046; 088-447-800-261-940; 122-149-423-286-67X; 139-330-264-873-706; 147-019-981-692-623; 189-521-689-083-502,5,true,,green
055-600-159-130-793,The Subject-Oriented Approach to Software Design and the Abstract State Machines Method,,2012,book chapter,Lecture Notes in Business Information Processing,18651348; 18651356,Springer Berlin Heidelberg,Germany,Egon Börger,,,,1,21,Subject (documents); Computer science; State (computer science); Abstract state machines; Software; Software engineering; Programming language; Finite-state machine; World Wide Web,,,,,,http://dx.doi.org/10.1007/978-3-642-29133-3_1,,10.1007/978-3-642-29133-3_1,,,0,002-169-263-959-253; 002-718-156-079-970; 010-999-872-320-79X; 018-408-105-437-771; 020-236-617-980-384; 020-579-587-866-103; 022-955-585-690-019; 027-765-297-864-912; 029-986-905-489-995; 030-281-777-212-70X; 032-102-695-785-500; 032-840-983-437-425; 034-909-791-550-090; 036-760-675-825-974; 040-216-749-039-446; 041-863-663-936-741; 068-095-360-218-444; 072-884-492-292-431; 077-628-111-262-511; 080-491-897-850-043; 080-500-556-803-507; 081-328-440-016-426; 083-187-716-670-274; 089-821-955-035-108; 091-241-988-287-783; 095-581-760-613-083; 100-638-520-723-965; 101-704-045-813-337; 113-330-233-645-723; 114-118-551-710-285; 125-560-067-036-63X; 154-550-982-498-232; 161-215-557-312-826; 181-720-098-319-123; 192-208-524-501-056,4,false,,
055-702-624-191-696,Abstract State Machines - Program Verification and Programming Methodology.,,2005,book,,,,,K. Rustan M. Leino,,,,73,,Software engineering; Program derivation; Verification; Software development process; Software verification; Intelligent verification; Computer science; Program analysis,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Leino05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#Leino05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Leino05,,,33392915,,0,,0,false,,
055-835-163-770-036,FMOODS - Formal semantics for interacting UML subsystems,,2002,book chapter,Formal Methods for Open Object-Based Distributed Systems V,,Springer US,,Jan Jürjens,"So far most work on formal semantics for the Unified Modeling Language (UML) has concentrated on single diagrams. To provide a formal foundation for complete system specifications, one needs to put models for the different diagrams into context. We provide a formal semantics for UML subsystems that incorporates a formal semantics of the diagrams contained in a subsystem. It provides message-passing between objects or components specified in different diagrams, including a dispatching mechanism for events, and the handling of actions. It enables one to compose subsystems from sets of subsystems and allows them to interact by passing messages.We give consistency conditions for the diagrams in a subsystem and define a notion of behavioural equivalence and two kinds of refinement for UML subsystems.",,,29,43,Abstract state machines; Unified Modeling Language; Formal semantics (linguistics); UML tool; Operational semantics; Programming language; Equivalence (formal languages); Computer science; Applications of UML,UML; formal semantics; refinement; Abstract State Machines,,,,https://link.springer.com/chapter/10.1007%2F978-0-387-35496-5_4 https://rd.springer.com/chapter/10.1007%2F978-0-387-35496-5_4 https://link.springer.com/content/pdf/10.1007%2F978-0-387-35496-5_4.pdf,http://dx.doi.org/10.1007/978-0-387-35496-5_4,,10.1007/978-0-387-35496-5_4,1508948563,,0,001-668-881-085-733; 019-156-753-656-102; 030-869-245-783-410; 041-744-486-225-76X; 041-863-663-936-741; 059-329-235-421-235; 059-553-350-068-285; 067-599-173-839-854; 071-241-730-500-385; 090-876-580-086-374; 090-903-063-024-723; 105-620-622-527-144; 108-458-925-084-367; 110-020-303-690-456; 112-856-910-537-35X; 120-004-676-310-228; 133-016-965-533-196; 134-129-422-178-551; 154-964-213-354-293; 156-815-005-831-247; 168-227-452-718-515; 195-635-564-405-355; 197-744-910-946-695,32,true,,bronze
057-270-264-534-363,IFIP Congress (1) - Evolving Algebras and Linear Time Hierarchy.,,1994,conference proceedings,,,,,Andreas Blass; Yuri Gurevich,This publication is a precursor to The Linear Time Hierarchy Theorems for Abstract State Machines and RAMs.,,,383,390,Discrete mathematics; Algebra; Abstract state machines; Hierarchy (mathematics); Time complexity; Mathematics,,,,,https://www.microsoft.com/en-us/research/publication/110-evolving-algebras-linear-time-hierarchy/ https://www.microsoft.com/en-us/research/wp-content/uploads/2017/01/110.pdf https://dblp.uni-trier.de/db/conf/ifip/ifip94-1.html#BlassG94 https://research.microsoft.com/en-us/um/people/gurevich/opera/110.pdf,https://www.microsoft.com/en-us/research/publication/110-evolving-algebras-linear-time-hierarchy/,,,2731131129,,0,,6,false,,
057-585-738-030-156,Review: Abstract State Machines--A Method for High-Level System Design and Analysis,2004-02-01,2004,journal article,The Computer Journal,00104620; 14602067,Oxford University Press (OUP),United Kingdom,S. R. D. Rocca,,47,2,270,271,Control engineering; Abstract state machines; Systems design; Computer science,,,,,https://academic.oup.com/comjnl/article-lookup/doi/10.1093/comjnl/47.2.270-a,http://dx.doi.org/10.1093/comjnl/47.2.270-a,,10.1093/comjnl/47.2.270-a,1975622369,,0,,4,false,,
057-899-245-326-364,A description of the Tableau Method using Abstract State Machines,1997-10-01,1997,journal article,Journal of Logic and Computation,0955792x; 1465363x,Oxford University Press (OUP),United Kingdom,Egon Börger; Peter H. Schmitt,,7,5,659,681,Abstract state machines; Richards controller; Programming language; Computer science; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/journals/logcom/logcom7.html#BorgerS97 https://core.ac.uk/display/54874026 https://academic.oup.com/logcom/article/7/5/659/970237 https://arpi.unipi.it/handle/11568/14209,http://dx.doi.org/10.1093/logcom/7.5.659,,10.1093/logcom/7.5.659,2080796162,,0,,2,false,,
057-927-875-552-177,The model transformation language of the VIATRA2 framework,,2007,journal article,Science of Computer Programming,01676423,Elsevier BV,Netherlands,Dániel Varró; András Balogh,"We present the model transformation language of the VIATRA2 framework, which provides a rule-and pattern-based transformation language for manipulating graph models by combining graph transformation and abstract state machines into a single specification paradigm. This language offers advanced constructs for querying (e.g. recursive graph patterns) and manipulating models (e.g. generic transformation and meta-transformation rules) in unidirectional model transformations frequently used in formal model analysis to carry out powerful abstractions.",68,3,214,234,,Model transformation; Graph transformation; Abstract state machines,,,,https://core.ac.uk/download/pdf/82363838.pdf,http://dx.doi.org/10.1016/j.scico.2007.05.004,,10.1016/j.scico.2007.05.004,,,0,015-152-285-074-887,139,true,elsevier-specific: oa user license,unknown
058-699-716-516-309,Abstract State Machines - Software testing research and practice,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Antonia Bertolino,"The paper attempts to provide a comprehensive view of the field of software testing. The objective is to put all the relevant issues into a unified context, although admittedly the overview is biased towards my own research and expertise. In view of the vastness of the field, for each topic problems and approaches are only briefly tackled, with appropriate references provided to dive into them. I do not mean to give here a complete survey of software testing. Rather I intend to show how an unwieldy mix of theoretical and technical problems challenge software testers, and that a large gap exists between the state of the art and of the practice.",,,1,21,System integration testing; Software quality; Package development process; Test suite; Software verification and validation; Software construction; Data science; Software; Software verification; Computer science; Software development; Software design description; Software peer review; Database,,,,,https://rd.springer.com/chapter/10.1007/3-540-36498-6_1 https://link.springer.com/chapter/10.1007/3-540-36498-6_1 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#Bertolino03,http://dx.doi.org/10.1007/3-540-36498-6_1,,10.1007/3-540-36498-6_1,1488690968,,0,001-563-535-278-638; 002-671-227-022-352; 003-677-531-721-733; 004-792-725-713-379; 004-923-333-592-51X; 005-747-733-961-325; 007-988-776-117-626; 008-172-135-688-394; 008-302-921-262-051; 008-878-432-907-391; 009-504-098-642-374; 012-602-715-464-540; 020-962-718-362-741; 021-003-498-716-896; 022-011-386-893-78X; 022-871-236-590-257; 024-487-506-908-736; 024-936-101-658-653; 025-234-726-320-353; 025-687-646-731-496; 027-507-908-957-332; 031-579-042-288-314; 032-452-758-559-042; 033-639-070-270-773; 034-608-398-699-498; 037-542-691-482-650; 041-262-334-749-802; 042-437-711-486-891; 046-491-247-607-786; 047-185-273-223-293; 050-578-715-624-648; 051-071-229-277-920; 051-190-905-535-887; 051-990-723-154-210; 056-711-437-425-750; 057-687-499-642-231; 058-255-973-889-950; 059-158-675-005-661; 060-733-812-776-088; 060-860-059-625-037; 065-149-724-482-118; 065-632-815-561-807; 067-083-794-818-338; 069-003-369-155-473; 078-254-429-977-376; 078-480-419-723-319; 079-747-479-843-116; 079-895-136-679-769; 079-898-773-524-026; 081-917-582-122-596; 083-083-948-326-126; 085-397-834-136-951; 086-001-401-668-242; 088-609-225-831-140; 089-063-164-363-631; 091-212-819-557-508; 093-449-055-679-190; 093-810-534-315-663; 098-232-742-848-376; 104-523-088-126-330; 108-430-531-362-112; 109-984-569-074-125; 114-614-438-068-377; 114-935-085-959-496; 115-281-285-960-922; 121-670-629-799-498; 125-075-727-858-753; 126-229-362-010-236; 129-908-982-581-850; 137-640-775-349-210; 143-496-601-877-228; 145-590-153-147-216; 153-580-136-876-75X; 155-508-868-821-427; 157-692-724-353-017; 165-750-223-955-565; 174-154-780-183-014; 177-446-320-147-040; 179-397-843-259-628; 181-603-317-830-640; 192-744-894-914-383,43,false,,
