Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
082-714-949-563-192,"XASM- An Extensible, Component-Based Abstract State Machines Language",,2000,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Matthias Anlauff,"The Abstract State Machine (ASM) [16] approach has already proven to be suitable for large-scale specifications of realistic systems [18,9,22,34]. Due to the fact that the ASM approach defines a notion of executing specifications, it provides a perfect basis for a language, which can be used as a specification language as well as a high-level programming language. However, in order to upgrade to a realistic programming language, such a language must — besides other features — add a modularization concept to the core ASM constructs in order to provide the possibility to structure large-scale ASM-formalizations and to flexibly define reusable specification units. In this paper, the language Xasm, which stands for Extensible ASM, is presented. Xasm realizes a component-based modularization concept based on the notion of external functions as defined in ASMs. This paper also briefly describes the support environment of Xasm consisting of the Xasm-compiler translating Xasm programs to C source code, and the graphical debugging and animation tool.",,,69,90,Low-level programming language; Abstract state machines; Programming language specification; Debugging; Compiler; Component-based software engineering; High-level programming language; Programming language; Specification language; Language primitive; Runtime system; Extensibility; Computer science; Source code; Component (UML); First-generation programming language; Modular programming; Abstract machine,,,,,https://link.springer.com/chapter/10.1007/3-540-44518-8_6 https://rd.springer.com/chapter/10.1007/3-540-44518-8_6 https://link.springer.com/content/pdf/10.1007/3-540-44518-8_6.pdf https://core.ac.uk/display/57045635,http://dx.doi.org/10.1007/3-540-44518-8_6,,10.1007/3-540-44518-8_6,127868156,,3,000-490-410-327-490; 008-851-666-443-606; 011-714-899-066-773; 019-043-895-820-341; 028-647-212-633-541; 032-014-692-842-661; 047-682-196-320-651; 051-198-279-045-712; 054-846-496-589-187; 069-180-238-940-145; 071-836-356-365-947; 073-111-177-402-911; 077-082-840-416-099; 079-723-355-085-863; 083-972-922-498-894; 094-512-586-911-230; 094-993-083-147-832; 104-538-400-674-182; 105-374-125-615-695; 105-620-622-527-144; 122-334-811-271-036; 138-788-046-637-498; 150-188-119-252-720; 151-880-343-919-54X; 155-219-003-803-384; 168-683-312-771-217; 171-752-315-748-404; 199-626-244-193-753,65,false,,
082-863-886-558-597,Abstract State Machines - An ASM Dynamic Semantics for Standard ML,,2000,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Steven C. Cater; James K. Huggins,The Abstract State Machines (ASM) methodology is a methodology for formally specifying computing systems. We use the ASM methodology to give the dynamic semantics of the functional programming language Standard ML. We give an operational semantics for Standard ML by means of an interpreter for (appropriately pre-processed) Standard ML programs; the effect of a Standard ML instruction can be seen in terms of the corresponding actions performed by the ASM.,,,203,222,Formal specification; Interpreter; Semantics; Abstract state machines; Operational semantics; Semantics (computer science); Programming language; Standard ML; Computer science; Functional programming; Abstract machine,,,,,https://link.springer.com/content/pdf/10.1007%2F3-540-44518-8_12.pdf https://digitalcommons.kettering.edu/computerscience_conference/9/ https://dblp.uni-trier.de/db/conf/asm/asm2000.html#CaterH00 http://paws.kettering.edu/~jhuggins/papers/asmml.pdf https://core.ac.uk/display/23473136 https://link.springer.com/chapter/10.1007/3-540-44518-8_12 https://rd.springer.com/chapter/10.1007/3-540-44518-8_12,http://dx.doi.org/10.1007/3-540-44518-8_12,,10.1007/3-540-44518-8_12,1490948297,,0,000-490-410-327-490; 022-969-892-721-038; 024-520-614-355-958; 034-400-132-510-675; 061-894-295-420-641; 067-209-706-756-159; 069-781-973-284-993; 076-073-572-022-016; 079-723-355-085-863; 088-012-407-050-722; 094-512-586-911-230; 096-701-121-721-360; 105-620-622-527-144; 115-379-340-834-570; 118-450-002-505-350; 119-880-607-450-862; 122-334-811-271-036; 123-389-630-729-321; 138-788-046-637-498; 147-500-061-251-762; 149-112-784-676-543; 159-887-019-171-958; 168-683-312-771-217; 183-394-089-255-799; 188-646-075-547-926; 191-925-997-526-005,7,true,,green
082-892-326-143-927,Ten Years of Gurevich's Abstract State Machines.,,1997,journal article,Journal of Universal Computer Science,09486968; 0948695x,Technische Universitat Graz from Austria,Austria,Egon Börger,,3,,230,232,Abstract state machines; Programming language; Computer science,,,,,http://www.jucs.org/jucs_3_4/introduction https://dblp.uni-trier.de/db/journals/jucs/jucs3.html#Borger97,http://www.jucs.org/jucs_3_4/introduction,,,2296223104,,0,,2,true,cc-by-nd,gold
082-976-047-470-333,Using Abstract State Machines to Model ARIES-based Transaction Processing,,2009,journal article,Journal of Universal Computer Science,09486968; 0948695x,Technische Universitat Graz from Austria,Austria,Markus Kirchberg,"Transaction management is an essential component of database manage- ment systems. It enables multiple users to access the database concurrently while pre- serving transactional properties such as atomicity, consistency, isolation, and durability. In this paper, we propose a formal framework specification for transaction processing. Our work can be seen as an extension of previous work by Gurevich et al. who have presented a formalism for general database recovery processing. Based on this formal- ism, we incorporate additional mechanisms that remove several explicit constraints, support normal transaction processing, and, most importantly, apply the approach to more advanced recovery mechanisms.",15,,157,194,Transaction processing system; Distributed computing; Transaction data; Extreme Transaction Processing; Atomicity; Online transaction processing; Transaction log; Distributed transaction; Computer science; Transaction processing; Database,,,,,http://www.jucs.org/jucs_15_1/using_abstract_state_machines/jucs_15_01_0157_0194_kirchberg.pdf http://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Kirchberg09 https://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Kirchberg09,https://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Kirchberg09,,,2142661520,,0,000-010-840-956-873; 013-205-009-382-617; 022-955-585-690-019; 026-337-841-416-236; 028-952-107-455-529; 057-636-101-305-033; 058-333-152-709-028; 067-865-189-847-292; 095-581-760-613-083; 102-549-976-383-880; 104-030-181-011-305; 132-510-653-525-32X; 133-684-460-780-726; 189-521-689-083-502; 196-155-916-210-177,2,true,cc-by-nd,gold
083-126-259-371-092,APCCM - Using abstract state machines for distributed data warehouse design,2004-01-23,2004,conference proceedings,,,,,Jane Zaho; Klaus-Dieter Schewe,"Data Warehouses are data-intensive systems that are used for analytical tasks. As these tasks do not depend on the latest updates by transactions, data warehouses can be set up in a way that input of data from operational databases and output to dialogue interfaces for on-line analytical processes (OLAP) can be separated. In the paper we describe how abstract state machines (ASMs) can be used to design distributed data warehouses. We formalise the ground idea of data warehouses by a ground model ASM and discuss refinement steps, which can be applied in a step-by-step design methodology. Distribution will appear as such a refinement step.",,,49,58,Data mining; Data warehouse; Design methods; Abstract state machines; Set (abstract data type); Online analytical processing; Computer science,,,,,http://crpit.com/confpapers/CRPITV31Zhao.pdf https://crpit.scem.westernsydney.edu.au/abstracts/CRPITV31Zhao.html https://dblp.uni-trier.de/db/conf/apccm/apccm2004.html#ZhaoS04 https://crpit.com/confpapers/CRPITV31Zhao.pdf http://dblp.uni-trier.de/db/conf/apccm/apccm2004.html#ZhaoS04 http://crpit.scem.westernsydney.edu.au/abstracts/CRPITV31Zhao.html,http://crpit.com/confpapers/CRPITV31Zhao.pdf,,,1497642450,,0,005-147-394-159-450; 009-017-133-238-249; 026-596-307-502-309; 029-483-727-831-035; 046-008-441-015-597; 050-309-871-652-59X; 053-254-471-320-880; 054-327-289-108-016; 059-553-350-068-285; 068-997-368-595-861; 071-241-730-500-385; 081-403-068-906-402; 082-780-924-250-240; 087-861-494-116-696; 094-049-136-033-045; 095-472-909-082-709; 102-549-976-383-880; 123-842-066-294-314; 140-508-105-203-650; 152-535-597-299-052; 174-894-809-447-030; 196-155-916-210-177,16,false,,
083-907-866-865-256,A Distributed Abstract State Machine for Grid Systems: A Preliminary Study,2011-03-16,2011,conference proceedings article,Civil-Comp Proceedings,17593433,Civil-Comp Press,United Kingdom,A. Bianchi; L. Manelli; S. Pizzutilo,,95,,,,Computer science; Grid; Distributed computing; State (computer science); Grid computing; Programming language; Geology; Geodesy,,,,,,http://dx.doi.org/10.4203/ccp.95.84,,10.4203/ccp.95.84,,,0,,0,false,,
084-010-145-144-942,Toward Industrial Strength Abstract State Machines,2001-10-01,2001,,,,,,Yuri Gurevich; Wolfram Schulte; Margus Veanes,"A powerful practical ASM language, called AsmL, is being developed in Microsoft Research by the group on Foundations of Software Engineering. AsmL extends the language of original ASMs in a number of directions. We describe some of these extensions.",,,12,,Software engineering; Engineering; Industrial engineering; Abstract state machines; Group (mathematics),,,,,https://research.microsoft.com/apps/pubs/default.aspx?id=69893 https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/tr-2001-98.pdf https://www.microsoft.com/en-us/research/publication/toward-industrial-strength-abstract-state-machines/,https://research.microsoft.com/apps/pubs/default.aspx?id=69893,,,2041665071,,0,,16,false,,
084-262-310-027-485,"Logic, Abstract State Machines and Databases",2009-01-01,2009,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,null null,,,,,,State (computer science); Computer science; Database; Programming language,,,,,https://lib.jucs.org/article/29289/,http://dx.doi.org/10.3217/jucs-015-01,,10.3217/jucs-015-01,,,0,,0,true,cc-by,green
084-485-940-260-685,Abstract State Machines - A unified formal specification and analysis of the new java memory models,2003-03-14,2003,journal article,Lecture Notes in Computer Science,03029743,Springer Berlin Heidelberg,Germany,Varsha Awhad; Charles Wallace,"In a multithreaded program running on a multiprocessor platform, different processors may observe operations in different orders. This may lead to surprising results not anticipated by the programmer. The problem is exacerbated by common compiler and hardware optimization techniques. A memory (consistency) model provides a contract between the system designer and the software designer that constrains the order in which operations are observed. Every memory model strikes some balance between strictness (simplifying program behavior) and laxness (permitting greater optimization).; ; With its emphasis on cross-platform compatibility, the Java programming language needs a memory model that is satisfactory to language users and implementors. Everyone in the Java community must be able to understand the Java memory model and its ramifications. The description of the original Java memory model suffered from ambiguity and opaqueness, and attempts to interpret it revealed serious deficiencies. Two memory models have been proposed as replacements. Unfortunately, these two new models are described at different levels of abstraction and are represented in different formats, making it difficult to compare them. In this paper we formalize these models and develop a unified representation of them, using Abstract State Machines. Using our formal specifications, we relate the new Java memory models to the Location Consistency memory model and to each other.",2589,,166,185,Scala; Memory model; Real time Java; Shared memory; Java annotation; Compiler; Generics in Java; strictfp; Java concurrency; Optimizing compiler; Programming language; Programmer; Computer science; Multiprocessing; Java; Java Modeling Language; Abstract machine; Distributed memory; Java Memory Model,,,,,https://rd.springer.com/chapter/10.1007/3-540-36498-6_9 https://link.springer.com/chapter/10.1007%2F3-540-36498-6_9 http://cs.sookmyung.ac.kr/~chang/java/varsha.pdf https://core.ac.uk/display/24304671 https://dblp.uni-trier.de/db/conf/asm/asm2003.html#AwhadW03,http://dx.doi.org/10.1007/3-540-36498-6_9,,10.1007/3-540-36498-6_9,2155244944,,0,003-222-418-546-848; 004-479-156-276-701; 011-919-743-722-067; 019-472-104-625-693; 020-579-587-866-103; 023-299-224-157-984; 026-924-949-195-11X; 031-203-850-407-769; 034-728-900-389-951; 041-863-663-936-741; 055-426-770-822-814; 057-009-218-468-036; 059-553-350-068-285; 061-388-520-187-873; 070-081-648-718-75X; 072-682-264-955-701; 073-111-177-402-911; 076-432-416-285-182; 076-805-810-934-32X; 077-661-241-991-477; 078-527-782-859-515; 084-403-590-680-96X; 099-851-634-677-214; 105-620-622-527-144; 116-369-894-387-853; 119-165-273-849-503; 119-426-806-834-674; 122-322-242-208-513; 127-079-227-441-119; 132-648-525-845-187; 134-465-338-153-91X; 141-958-568-357-845; 149-490-863-737-015; 178-855-395-032-583; 195-635-564-405-355,4,false,,
084-635-399-734-512,Abstract State Machines - ASM Support for Validation of Specifications: Lessons Learned from an eGovernment Project.,,2005,book,,,,,Alexander Bienemann; Zalan Kramer; Peggy Schmidt; Bernhard Thalheim,,,,417,,Engineering management; Computer science; Knowledge management,,,,,http://dblp.uni-trier.de/db/conf/asm/asm2005.html#BienemannKST05 https://dblp.uni-trier.de/db/conf/asm/asm2005.html#BienemannKST05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#BienemannKST05,,,191140313,,0,,0,false,,
084-697-760-162-329,Abstract State Machines - Normal Attacks on Security Protocols.,,2005,book,,,,,Hubert Comon-Lundh,,,,70,,Internet security; Cryptographic protocol; Otway–Rees protocol; Computer security; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Comon-Lundh05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#Comon-Lundh05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Comon-Lundh05,,,162060602,,0,,0,false,,
085-074-725-872-582,The computable kernel of Abstract State Machines,,2008,journal article,Theoretical Computer Science,03043975,Elsevier BV,Netherlands,Wolfgang Reisig,"Abstract State Machines (ASMs) were introduced as ''a computation model that is more powerful and more universal than standard computation models'', by Yuri Gurevich in 1985. ASMs gained much attention as a specification method. It is extremely flexible because any mathematical structure may serve as a state. Gurevich characterized the expressive power of ASMs in terms of intuitively convincing postulates. The core result of this paper shows that the next-state function M of an Abstract State Machine M can be described on a symbolic level, notwithstanding the generality of the model: The successor state M(S) of a state S is fully specified by the equivalence ~""S induced by S on the terms over the signature of M. Consequently, M(S) is computable in case ~""S is decidable. Furthermore, this result implies a notion of computability for general structures, e.g. for algorithms operating on real numbers.",409,1,126,136,Symbolic computation; Discrete mathematics; Mathematical structure; Abstract state machines; Computability; Decidability; State (functional analysis); Mathematics; Function (mathematics); Abstract machine,,,,,https://www.sciencedirect.com/science/article/pii/S0304397508006270 http://www.sciencedirect.com/science/article/pii/S0304397508006270 https://dblp.uni-trier.de/db/journals/tcs/tcs409.html#Reisig08 https://core.ac.uk/display/82607405 http://dx.doi.org/10.1016/j.tcs.2008.08.041 https://dx.doi.org/10.1016/j.tcs.2008.08.041 https://core.ac.uk/download/pdf/82607405.pdf,http://dx.doi.org/10.1016/j.tcs.2008.08.041,,10.1016/j.tcs.2008.08.041,1977996496,,0,022-955-585-690-019; 034-400-132-510-675; 043-175-901-571-703; 058-333-645-536-321; 064-139-089-209-802; 077-272-394-681-526; 110-974-494-206-539; 111-076-093-380-650; 157-311-554-599-521,7,true,elsevier-specific: oa user license,unknown
085-089-719-140-029,DATE - Abstract state machines as an intermediate representation for high-level synthesis,,2011,conference proceedings article,"2011 Design, Automation & Test in Europe",,IEEE,,Rohit Sinha; Hiren D. Patel,"This work presents a high-level synthesis methodology that uses the abstract state machines (ASMs) formalism as an intermediate representation (IR). We perform scheduling and allocation on this IR, and generate synthesizable VHDL. We have the following advantages when using ASMs as an IR: 1) it allows the specification of both sequential and parallel computation, 2) it supports an extension of a clean timing model based on an interpretation of the sequential semantics, and 3) it has well-defined formal semantics, which allows the integration of formal methods into the methodology. While we specify our designs using ASMs, we do not mandate this. Instead, one can create translators that convert the algorithmic specifications from C-like languages into their equivalent ASM specifications. This makes the hardware synthesis transparent to the designer. We experiment our methodology with examples of a FIR, microprocessor, and an edge detecteor. We synthesize these designs and validate our designs on an FPGA.",,,1,6,Formal specification; Semantics; Abstract state machines; Finite-state machine; Programming language; VHDL; Computer science; Hardware description language; Field-programmable gate array; High-level synthesis; Formal methods; Intermediate language; Semantics of logic,,,,,https://www.eecs.berkeley.edu/~rsinha/research/pubs/date2011.pdf https://dblp.uni-trier.de/db/conf/date/date2011.html#SinhaP11 https://ieeexplore.ieee.org/document/5763227/,http://dx.doi.org/10.1109/date.2011.5763227,,10.1109/date.2011.5763227,2117703006,,3,021-672-197-345-911; 045-930-416-342-455; 060-776-050-843-781; 070-834-845-151-602; 072-782-888-636-23X; 077-492-877-531-383; 136-058-395-694-880; 190-415-617-582-392,4,false,,
085-098-810-136-199,"A unifying logic for non-deterministic, parallel and concurrent abstract state machines",2017-12-18,2017,journal article,Annals of Mathematics and Artificial Intelligence,10122443; 15737470,Springer Science and Business Media LLC,Netherlands,Flavio Ferrarotti; Klaus-Dieter Schewe; Loredana Tec; Qing Wang,"We develop a logic which enables reasoning about single steps of non-deterministic and parallel Abstract State Machines (ASMs). Our logic builds upon the unifying logic introduced by Nanchen and Stark for reasoning about hierarchical (parallel) ASMs. Our main contribution is the handling of non-determinism within the logical formalism. We do this without sacrificing the completeness of the logic for statements about single steps of non-deterministic and parallel ASMs, such as invariants of rules, consistency conditions for rules, or step-by-step equivalence of rules. Moreover, we show that the proposed one-step logic can be easily extended to a multiple-step logic which enables reasoning about concurrent ASMs.",83,3,321,349,Formalism (philosophy of mathematics); Abstract state machines; Equivalence (formal languages); Computer science; Complex system; Theoretical computer science,,,,Austrian Science Fund; Austrian Science Fund,https://doi.org/10.1007/s10472-017-9569-3 https://link.springer.com/content/pdf/10.1007%2Fs10472-017-9569-3.pdf https://link.springer.com/article/10.1007/s10472-017-9569-3,http://dx.doi.org/10.1007/s10472-017-9569-3,,10.1007/s10472-017-9569-3,2779522180,,0,002-801-412-074-886; 008-752-451-030-114; 010-262-461-233-214; 011-161-821-255-26X; 011-409-575-538-040; 016-885-753-288-945; 028-123-482-947-439; 028-460-718-356-000; 031-251-901-771-103; 034-400-132-510-675; 036-372-608-343-604; 040-160-680-572-188; 046-604-679-409-001; 058-974-031-275-841; 060-835-792-407-425; 062-651-880-332-001; 064-863-740-912-618; 069-596-957-349-035; 070-939-722-966-976; 092-195-924-604-606; 103-402-250-763-040; 105-847-270-652-393; 113-740-395-634-754; 124-274-196-213-58X; 127-079-227-441-119; 139-330-264-873-706; 141-299-235-492-92X; 147-019-981-692-623; 163-251-542-247-372; 177-005-869-977-590; 185-832-320-961-662; 189-521-689-083-502,14,false,,
086-750-268-016-250,Abstract State Machines - ASM Ground Model and Refinement for Data Warehouses.,,2005,book,,,,,Klaus-Dieter Schewe; Jane Zhao,,,,369,376,Data mining; Data warehouse; Computer science; Database,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#ScheweZ05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#ScheweZ05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#ScheweZ05,,,124706576,,0,,2,false,,
087-622-217-950-860,ABZ - Refactoring abstract state machine models,,2012,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Hamed Yaghoubi Shahir; Roozbeh Farahbod; Uwe Glässer,"The Abstract State Machine (ASM) method proposes the concept of ground models for analyzing a target system based on pseudo-code-like descriptions for reasoning about system properties in terms of state machine runs over abstract data structures. This highly iterative process builds on stepwise refinement of ground models that evolve with progressing understanding of functional system requirements. Usually, as complexity increases, reorganization of a model's internal structure helps enhance its flexibility and robustness. While this approach is common practice, the underlying principles are usually left implicit. In this paper, we propose refactoring patterns to restructure abstract machine models with the goal of improving their intelligibility and maintainability.",,,345,348,Iterative and incremental development; Abstract state machines; Code refactoring; Artificial intelligence; Maintainability; Data structure; Finite-state machine; Computer science; Theoretical computer science; Abstract machine; Robustness (computer science),,,,,https://rd.springer.com/chapter/10.1007/978-3-642-30885-7_28 https://link.springer.com/chapter/10.1007/978-3-642-30885-7_28 https://dblp.uni-trier.de/db/conf/asm/abz2012.html#ShahirFG12,http://dx.doi.org/10.1007/978-3-642-30885-7_28,,10.1007/978-3-642-30885-7_28,50561653,,0,001-570-443-251-222; 027-859-536-947-49X; 034-618-815-337-13X; 072-884-492-292-431; 079-747-479-843-116; 094-026-322-362-238; 114-955-332-667-684; 115-999-817-167-080; 139-330-264-873-706; 189-521-689-083-502,8,false,,
087-990-696-860-270,"ABZ 2014: The Landing Gear Case Study Case Study Track, Held at the 4th International Conference on Abstract State Machines, Alloy, B, TLA, VDM, and Z Toulouse, France, June 2-6, 2014, Proceedings",2014-05-26,2014,,,,,,Frédéric Boniol; Virginie Wiels; Yamine Ait Ameur; Klaus-Dieter Schewe,"This volume contains proceedings of the Case Study Track, held at the 4th International Conference, ABZ 2014, in Toulouse, France, in June 2014. The 11 papers presented were carefully reviewed and selected from numerous submissions. They use different formal techniques: B, ASM, Fiacre. They also propose different kinds of verification such as proof, model checking, test generation, run-time monitoring, and simulation.",,,161,161,Model checking; Volume (computing); Engineering; Abstract state machines; Engineering drawing; Landing gear; Operations research; Track (rail transport),,,,,http://dl.acm.org/citation.cfm?id=2675526,http://dl.acm.org/citation.cfm?id=2675526,,,2460949423,,0,,4,false,,
088-674-359-890-657,"Abstract State Machines, Alloy, B, TLA, VDM, and Z",,2018,book,Lecture Notes in Computer Science,03029743; 16113349,Springer International Publishing,Germany,Michael Butler; Alexander Raschke; Thai Son Hoang; Klaus Reichl,,,,,,Computer science; Abstract state machines; Software engineering; Finite-state machine; State (computer science); Programming language; Foundation (evidence); Formal methods; Formal specification; Political science; Law,,,,,https://eprints.soton.ac.uk/419024/1/paper_56.pdf,http://dx.doi.org/10.1007/978-3-319-91271-4,,10.1007/978-3-319-91271-4,,,0,,9,true,,green
089-054-830-414-53X,Abstract State Machine Based System Design and Analysis for Grids,,2003,,,,,,LI Ming-lu,"Synchronizing software implementation and test with executable specifications could find flaws as early as they occurred in each development stages.The mathematical foundation of this paradigm is that abstract state machine (ASM) and its testing tools are AsmL for .NET.After introducing of the paradigm based on executable specifications and the definitions of ASM,a high level semantic model for grids written in ASM is presented.In order to show the complete processes of analyzing and testing software design with ASM,using AsmL to produce finite state machines for software model of resources mapping and resources request is also illustrated.This paper argues that AMS based system design and analysis for grids deserves attentions from both computer academy and computer industries.",,,,,Software engineering; Abstract state machines; Executable; Synchronizing; Finite-state machine; Software; Software implementation; Systems design; Computer science; Theoretical computer science; Semantic data model,,,,,https://en.cnki.com.cn/Article_en/CJFDTotal-DZXU2003S1034.htm,https://en.cnki.com.cn/Article_en/CJFDTotal-DZXU2003S1034.htm,,,2394443138,,0,,0,false,,
089-072-980-669-414,Abstract State Machines - Active XML and Data Activation.,,2005,book,,,,,Serge Abiteboul; Susan B. Davidson; Tova Milo,,,,11,16,Computer science; Database; XML,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#AbiteboulDM05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#AbiteboulDM05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#AbiteboulDM05,,,166245157,,0,018-070-401-102-508; 027-150-153-010-845; 036-524-959-052-622; 082-771-186-930-564; 118-342-874-445-414,0,false,,
089-126-216-013-98X,Compiling Abstract State Machines to C++,2001-11-28,2001,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,null null,,,,,,State (computer science); Computer science; Abstract state machines; Programming language; Finite-state machine,,,,,https://lib.jucs.org/article/27837/,http://dx.doi.org/10.3217/jucs-007-11-1068,,10.3217/jucs-007-11-1068,,,0,,0,true,cc-by,green
089-375-634-720-529,Suitability of Abstract State Machines for Discussing Mobile Ad-hoc Networks,,2014,,,,,,Alessandro Bianchi; Sebastiano Pizzutilo; Gennaro Vessio,"Several formalisms have been applied for addressing development issues in Mobile Ad-hoc NETworks (MANETs), however they usually lack of understandability, expressiveness and executability features. Instead, the Abstract State Machine (ASM) formalism does not suffer these limitations and can provide a useful conceptual tool for reasoning about MANET behavior. This paper shows the practical suitability of ASMs in capturing the specific MANET issues: concurrency, communications, and so on. To this end, the Ad-hoc On-demand Distance Vector (AODV) routing protocol for MANETs is modeled, and some properties of interest are proved.",1,1,29,38,Ad hoc On-Demand Distance Vector Routing; Routing protocol; Distributed computing; Abstract state machines; Rotation formalisms in three dimensions; Concurrency; Distance-vector routing protocol; Formalism (philosophy); Computer science; Mobile ad hoc network,,,,,https://ricerca.uniba.it/handle/11586/39664,https://ricerca.uniba.it/handle/11586/39664,,,2189585786,,0,006-555-745-475-703; 012-404-275-930-01X; 020-445-860-990-444; 022-763-383-134-552; 024-931-694-683-383; 029-858-763-538-985; 034-400-132-510-675; 036-379-366-342-730; 038-530-929-944-578; 039-095-923-607-223; 039-263-132-948-929; 050-309-871-652-59X; 053-413-411-882-174; 060-776-050-843-781; 064-890-246-394-724; 074-888-506-667-902; 075-511-016-975-837; 077-673-011-320-705; 091-352-871-162-401; 096-754-613-880-295; 099-345-665-612-630; 110-651-570-815-680; 113-595-336-847-284; 114-474-770-059-817; 155-032-984-383-726; 161-460-020-100-291; 170-865-680-424-015; 171-904-473-379-026; 189-521-689-083-502; 193-779-564-524-928,5,false,,
089-458-469-090-845,Abstract State Machines - Verifying Compilers and ASMs,2000-03-19,2000,book,,,,,Gerhard Goos; Wolf Zimmermann,A verifying compiler ensures that the compiled code is always correct but the compiler may also terminate with an error mesage and then fails to generate code. We argue that with respect to compiler correctness this is the best possible result which can be achieved in practice. Such a compiler may even include unverified code provided the results of such code can be proven correct independently from how they are generated.We then show how abstract state machines (ASMs) can be used to uniformly describe the dynamic semantics of the programs being compiled across the various intermediate transformation steps occurring within a compiler. Besides being a convenient tool for describing dynamic semantics the fact that we do not have to switch between different descriptional methods is found to be extremely useful.,,,177,202,Interprocedural optimization; Code generation; Compiler; Programming language; Dead code elimination; Functional compiler; Loop-invariant code motion; Computer science; Compiler correctness; Compiler construction,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2000.html#GoosZ00,https://dblp.uni-trier.de/db/conf/asm/asm2000.html#GoosZ00,,,1593001461,,0,000-490-410-327-490; 001-384-311-289-414; 001-989-794-237-089; 010-999-872-320-79X; 012-762-815-979-739; 019-366-530-656-995; 023-186-040-384-436; 035-752-682-434-342; 035-897-579-262-885; 040-153-331-779-185; 042-135-778-101-681; 051-152-325-947-810; 063-229-748-620-48X; 063-289-368-689-017; 063-793-190-367-848; 067-828-056-745-804; 071-335-149-991-456; 078-888-657-554-361; 088-012-407-050-722; 096-176-316-924-819; 102-731-412-156-616; 107-181-398-856-939; 115-161-215-406-065; 117-064-482-725-835; 120-878-624-757-199; 121-055-070-486-524; 121-590-143-006-291; 122-334-811-271-036; 126-077-299-012-406; 137-568-059-588-188; 142-935-994-845-889; 153-494-399-867-395; 156-704-488-337-056; 158-170-674-288-488; 184-044-966-704-362; 191-906-226-300-418,12,false,,
